วานนี้ (23 ต.ค.) นายฮันต์ รัฐมนตรีคลังคนล่าสุดของสหราชอาณาจักร ประกาศสนับสนุนนายสุนัคเป็นผู้นำพรรคคนใหม่ โดยกล่าวว่าเขาจะเลือก “ตัวเลือกที่จำเป็นสำหรับความรุ่งเรืองในระยะยาวของเรา”,วานนี้ (23 ต.ค.) นายฮันต์ รัฐมนตรีคลังคนล่าสุดของสหราชอาณาจักร ประกาศสนับสนุนนายสุนัคเป็นผู้นำพรรคคนใหม่ โดยกล่าวว่าเขาจะเลือก “ตัวเลือกที่จำเป็นสำหรับความรุ่งเรืองในระยะยาวของเรา”|
ขณะที่นายบอริส จอห์นสัน อดีตนายกรัฐมนตรีสหราชอาณาจักรประกาศถอนตัวเมื่อคืน 23 ต.ค. นายสุนัคเป็น ส.ส. สมัยแรกเมื่อปี 2015 ในเขตเลือกตั้งริชมอนด์ของมณฑลนอร์ทยอร์กเชียร์ โดยไม่เป็นที่รู้จักของสาธารณชนมากนัก,ขณะที่นายบอริส จอห์นสัน อดีตนายกรัฐมนตรีสหราชอาณาจักรประกาศถอนตัวเมื่อคืน 23 ต.ค.|นายสุนัคเป็น ส.ส. สมัยแรกเมื่อปี 2015 ในเขตเลือกตั้งริชมอนด์ของมณฑลนอร์ทยอร์กเชียร์ โดยไม่เป็นที่รู้จักของสาธารณชนมากนัก |
ต่อมาได้รับแต่งตั้งให้เป็น รมช. คลัง ในรัฐบาลของนางเทรีซา เมย์ และดำรงตำแหน่งอีกครั้งในรัฐบาลนายบอริส จอห์นสัน เมื่อเดือน ก.ค. 2019 เพื่อตอบแทนที่เขาให้การสนับสนุนนายจอห์นสันอย่างแข็งขัน,ต่อมาได้รับแต่งตั้งให้เป็น รมช. คลัง ในรัฐบาลของนางเทรีซา เมย์ และดำรงตำแหน่งอีกครั้งในรัฐบาลนายบอริส จอห์นสัน เมื่อเดือน ก.ค. 2019 เพื่อตอบแทนที่เขาให้การสนับสนุนนายจอห์นสันอย่างแข็งขัน|
กระทั่งเดือน ก.พ. 2020 เขาได้รับการขยับชั้นขึ้นเป็นรัฐมนตรีว่าการกระทรวงการคลัง หลังจากนายซาจิด จาวิด ลาออกจากตำแหน่งดังกล่าวเพราะปัญหาความขัดแย้งกับที่ปรึกษาของนายจอห์นสัน,กระทั่งเดือน ก.พ. 2020 เขาได้รับการขยับชั้นขึ้นเป็นรัฐมนตรีว่าการกระทรวงการคลัง หลังจากนายซาจิด จาวิด ลาออกจากตำแหน่งดังกล่าวเพราะปัญหาความขัดแย้งกับที่ปรึกษาของนายจอห์นสัน|
แต่แล้ว นายสุนัคก็ลาออกจากตำแหน่งเช่นกัน โดยให้เหตุผลว่า แนวทางการบริหารเศรษฐกิจของตัวเองแตกต่างจากของนายกฯ จอห์นสันมากเกินไป ในขณะที่นายจอห์นสันเผชิญมรสุมเรื่องการโกหกบ่อยครั้งต่อสภา,แต่แล้ว นายสุนัคก็ลาออกจากตำแหน่งเช่นกัน โดยให้เหตุผลว่า แนวทางการบริหารเศรษฐกิจของตัวเองแตกต่างจากของนายกฯ จอห์นสันมากเกินไป ในขณะที่นายจอห์นสันเผชิญมรสุมเรื่องการโกหกบ่อยครั้งต่อสภา|
นอกจากบทบาทในสภาและในรัฐบาล นายสุนัคมีส่วนสำคัญในการรณรงค์ให้ประชาชนลงมติออกจากการเป็นสมาชิกสหภาพยุโรป และลงมติสนับสนุนข้อตกลงเบร็กซิทของนางเมย์ทั้ง 3 ครั้งที่ถูกนำเข้าสภา,นอกจากบทบาทในสภาและในรัฐบาล นายสุนัคมีส่วนสำคัญในการรณรงค์ให้ประชาชนลงมติออกจากการเป็นสมาชิกสหภาพยุโรป และลงมติสนับสนุนข้อตกลงเบร็กซิทของนางเมย์ทั้ง 3 ครั้งที่ถูกนำเข้าสภา|
"ในระหว่างทำหน้าที่รัฐมนตรีว่าการกระทรวงการคลังในรัฐบาลนายจอห์นสัน นายสุนัคต้องบริหารจัดการเศรษฐกิจของสหราชอาณาจักรในช่วงการแพร่ระบาดใหญ่ของโควิด-19 โดยใช้งบประมาณมหาศาลถึง 350,000 ล้านปอนด์ (ประมาณ 15.5 ล้านล้านบาท) ช่วยเหลือผู้ได้รับผลกระทบจากโรคโควิดและมาตรการล็อกดาวน์ ส่งผลให้คะแนนนิยมในตัวเขาพุ่งสูงขึ้น","ในระหว่างทำหน้าที่รัฐมนตรีว่าการกระทรวงการคลังในรัฐบาลนายจอห์นสัน นายสุนัคต้องบริหารจัดการเศรษฐกิจของสหราชอาณาจักรในช่วงการแพร่ระบาดใหญ่ของโควิด-19 โดยใช้งบประมาณมหาศาลถึง 350,000 ล้านปอนด์ (ประมาณ 15.5 ล้านล้านบาท) ช่วยเหลือผู้ได้รับผลกระทบจากโรคโควิดและมาตรการล็อกดาวน์ ส่งผลให้คะแนนนิยมในตัวเขาพุ่งสูงขึ้น|"
อย่างไรก็ตามชื่อเสียงของเขาเริ่มเสียหาย จากการถูกตำรวจปรับฐานละเมิดกฎล็อกดาวน์ที่ทำเนียบนายกรัฐมนตรีเมื่อ มิ.ย. 2020 เดือน เม.ย. ที่ผ่านมา มีผู้ไม่เห็นด้วยกับพรรคคอนเซอร์เวทีฟบางส่วนตั้งคำถามว่า นักการเมืองมหาเศรษฐีผู้นี้มีความเข้าใจอย่างถ่องแท้ถึงปัญหาค่าครองชีพที่ประชาชนกำลังเผชิญอยู่หรือไม่,อย่างไรก็ตามชื่อเสียงของเขาเริ่มเสียหาย จากการถูกตำรวจปรับฐานละเมิดกฎล็อกดาวน์ที่ทำเนียบนายกรัฐมนตรีเมื่อ มิ.ย. 2020|เดือน เม.ย. ที่ผ่านมา มีผู้ไม่เห็นด้วยกับพรรคคอนเซอร์เวทีฟบางส่วนตั้งคำถามว่า นักการเมืองมหาเศรษฐีผู้นี้มีความเข้าใจอย่างถ่องแท้ถึงปัญหาค่าครองชีพที่ประชาชนกำลังเผชิญอยู่หรือไม่|
ในเดือนเดียวกันนั้น นายสุนัคและครอบครัวต้องเผชิญกับการตรวจสอบทางการเงินอย่างเข้มข้น ทำให้เรื่องภาษีของ อัคชาตา มูรตี ทายาทมหาเศรษฐี ผู้เป็นภรรยาของเขา ถูกเปิดเผย ในเวลาต่อมา เธอประกาศว่าจะเริ่มจ่ายภาษีให้แก่สหราชอาณาจักรจากรายได้ที่มาจากต่างประเทศเพื่อลดแรงกดดันที่มีต่อสามี,ในเดือนเดียวกันนั้น นายสุนัคและครอบครัวต้องเผชิญกับการตรวจสอบทางการเงินอย่างเข้มข้น ทำให้เรื่องภาษีของ อัคชาตา มูรตี ทายาทมหาเศรษฐี ผู้เป็นภรรยาของเขา ถูกเปิดเผย|ในเวลาต่อมา เธอประกาศว่าจะเริ่มจ่ายภาษีให้แก่สหราชอาณาจักรจากรายได้ที่มาจากต่างประเทศเพื่อลดแรงกดดันที่มีต่อสามี|
ด้านพรรคเลเบอร์ได้ตั้งคำถามหลายข้อเกี่ยวกับฐานะทางการเงินของนายสุนัค รวมถึงกรณีที่เคยได้รับประโยชน์จากการใช้ประเทศหรือดินแดนที่ไม่มีการเก็บภาษีหรือเก็บภาษีต่ำหรือไม่,ด้านพรรคเลเบอร์ได้ตั้งคำถามหลายข้อเกี่ยวกับฐานะทางการเงินของนายสุนัค รวมถึงกรณีที่เคยได้รับประโยชน์จากการใช้ประเทศหรือดินแดนที่ไม่มีการเก็บภาษีหรือเก็บภาษีต่ำหรือไม่|
"หนังสือพิมพ์ ดิ อินดิเพนเดนต์ ระบุว่า เขาได้รับประโยชน์ โดยมีรายงานที่อ้างว่า เขาเป็นผู้รับผลประโยชน์จากทรัสต์ที่อยู่ในหมู่เกาะบริติชเวอร์จิน และหมู่เกาะเคย์แมน ในปี 2020 แต่โฆษกของนายสุนัคระบุว่า พวกเขา ""ไม่ยอมรับ"" ข้อกล่าวอ้างเหล่านี้","หนังสือพิมพ์ ดิ อินดิเพนเดนต์ ระบุว่า เขาได้รับประโยชน์ โดยมีรายงานที่อ้างว่า เขาเป็นผู้รับผลประโยชน์จากทรัสต์ที่อยู่ในหมู่เกาะบริติชเวอร์จิน และหมู่เกาะเคย์แมน ในปี 2020 แต่โฆษกของนายสุนัคระบุว่า พวกเขา ""ไม่ยอมรับ"" ข้อกล่าวอ้างเหล่านี้|"
นายสุนัคเกิดที่เมืองเซาแธมป์ตัน สหราชอาณาจักร ในปี 1980 โดยพ่อแม่ของเขาซึ่งเป็นคนเชื้อสายอินเดีย อพยพมาจากแอฟริกาตะวันออก พ่อของเขาเป็นแพทย์เวชปฏิบัติทั่วไป ส่วนแม่มีร้านขายยาเป็นของตัวเอง,นายสุนัคเกิดที่เมืองเซาแธมป์ตัน สหราชอาณาจักร ในปี 1980 โดยพ่อแม่ของเขาซึ่งเป็นคนเชื้อสายอินเดีย อพยพมาจากแอฟริกาตะวันออก|พ่อของเขาเป็นแพทย์เวชปฏิบัติทั่วไป ส่วนแม่มีร้านขายยาเป็นของตัวเอง|
เขาเข้าเรียนที่วิทยาลัยวินเชสเตอร์ (Winchester College) โรงเรียนเอกชน และทำงานเป็นพนักงานเสิร์ฟอาหารที่ร้านอาหารแห่งหนึ่งในเมืองเซาแธมป์ตันช่วงปิดภาคเรียนฤดูร้อน จากนั้นเขาได้ศึกษาต่อด้านปรัชญา การเมือง และเศรษฐศาสตร์ ที่มหาวิทยาลัยอ็อกซ์ฟอร์ด,เขาเข้าเรียนที่วิทยาลัยวินเชสเตอร์ (Winchester College) โรงเรียนเอกชน และทำงานเป็นพนักงานเสิร์ฟอาหารที่ร้านอาหารแห่งหนึ่งในเมืองเซาแธมป์ตันช่วงปิดภาคเรียนฤดูร้อน|จากนั้นเขาได้ศึกษาต่อด้านปรัชญา การเมือง และเศรษฐศาสตร์ ที่มหาวิทยาลัยอ็อกซ์ฟอร์ด|
ในช่วงที่เขาเรียนต่อปริญญาโทด้านบริหารธุรกิจ ที่มหาวิทยาลัยสแตนฟอร์ด เขาได้พบกับ อัคชาตา มูรตี บุตรสาวของนารายณ์ มูรตี เศรษฐีพันล้านชาวอินเดีย และผู้ร่วมก่อตั้ง Infosys บริษัทยักษ์ใหญ่ด้านให้บริการไอที ซึ่งกลายเป็นศรีภรรยาของเขาในเวลาต่อมา โดยทั้งคู่มีบุตรสาวด้วยกัน 2 คน,ในช่วงที่เขาเรียนต่อปริญญาโทด้านบริหารธุรกิจ ที่มหาวิทยาลัยสแตนฟอร์ด เขาได้พบกับ อัคชาตา มูรตี บุตรสาวของนารายณ์ มูรตี เศรษฐีพันล้านชาวอินเดีย และผู้ร่วมก่อตั้ง Infosys บริษัทยักษ์ใหญ่ด้านให้บริการไอที ซึ่งกลายเป็นศรีภรรยาของเขาในเวลาต่อมา โดยทั้งคู่มีบุตรสาวด้วยกัน 2 คน|
ปี 2001-2004 นายสุนัคเป็นนักวิเคราะห์ในวานิชธนกิจ โกลด์แมนแซคส์ และต่อมาได้ตำรงตำแหน่ง หุ้นส่วนในเฮดจ์ฟันด์ 2 แห่ง เมื่อเปลี่ยนเส้นทางชีวิตเข้าสู่โลกการเมือง จึงมีการคาดการณ์กันว่านายสุนัคน่าจะเป็นหนึ่งใน ส.ส. ที่รวยที่สุด แต่เขาไม่เคยพูดถึงความมั่งคั่งของตัวเองอย่างเปิดเผย,ปี 2001-2004 นายสุนัคเป็นนักวิเคราะห์ในวานิชธนกิจ โกลด์แมนแซคส์ และต่อมาได้ตำรงตำแหน่ง หุ้นส่วนในเฮดจ์ฟันด์ 2 แห่ง|เมื่อเปลี่ยนเส้นทางชีวิตเข้าสู่โลกการเมือง จึงมีการคาดการณ์กันว่านายสุนัคน่าจะเป็นหนึ่งใน ส.ส. ที่รวยที่สุด แต่เขาไม่เคยพูดถึงความมั่งคั่งของตัวเองอย่างเปิดเผย|
"ในระหว่างให้สัมภาษณ์บีบีซีเมื่อปี 2019 นายสุนัคเล่าถึงภูมิหลังของตัวเองไว้ว่า ""พ่อแม่ของผมอพยพมาที่นี่ คุณมีคนรุ่นที่เกิดที่นี่ พ่อแม่ของพวกเขาไม่ได้เกิดที่นี่ พวกเขามาประเทศนี้เพื่อมาสร้างชีวิต""","ในระหว่างให้สัมภาษณ์บีบีซีเมื่อปี 2019 นายสุนัคเล่าถึงภูมิหลังของตัวเองไว้ว่า ""พ่อแม่ของผมอพยพมาที่นี่ คุณมีคนรุ่นที่เกิดที่นี่ พ่อแม่ของพวกเขาไม่ได้เกิดที่นี่ พวกเขามาประเทศนี้เพื่อมาสร้างชีวิต""|"
นักการเมืองรายนี้นับถือศาสนาฮินดู ไม่ดื่มเหล้า และไปวัดทุกสุดสัปดาห์ เขากล่าวว่า เขาโชคดีที่ไม่ได้เผชิญกับการเหยียดเชื้อชาติมากนักในช่วงที่เติบโต แต่มีเหตุการณ์หนึ่งที่เขาจำได้ไม่เคยลืม,นักการเมืองรายนี้นับถือศาสนาฮินดู ไม่ดื่มเหล้า และไปวัดทุกสุดสัปดาห์|เขากล่าวว่า เขาโชคดีที่ไม่ได้เผชิญกับการเหยียดเชื้อชาติมากนักในช่วงที่เติบโต แต่มีเหตุการณ์หนึ่งที่เขาจำได้ไม่เคยลืม|
"""ผมออกไปข้างนอกกับน้องสาวและน้องชาย ผมน่าจะอยู่ในช่วงวัยรุ่นกลาง ๆ เราไปที่ร้านอาหารฟาสต์ฟู้ดแห่งหนึ่ง และผมก็กำลังดูแลน้อง ๆ อยู่ มีคนที่นั่งอยู่ไม่ไกลพูดคำที่หยาบคายออกมาคือ คำที่ขึ้นต้นด้วยตัวพี (ตัว P มาจากคำว่า Paki ซึ่งในอังกฤษเป็นคำที่ใช้เหยียดคนที่มาจากเอเชียใต้) นี่เป็นครั้งแรกที่ผมเจอเหตุการณ์เช่นนี้"" นายสุนัคกล่าวกับบีบีซีเมื่อปี 2019","""ผมออกไปข้างนอกกับน้องสาวและน้องชาย ผมน่าจะอยู่ในช่วงวัยรุ่นกลาง ๆ เราไปที่ร้านอาหารฟาสต์ฟู้ดแห่งหนึ่ง และผมก็กำลังดูแลน้อง ๆ อยู่ มีคนที่นั่งอยู่ไม่ไกลพูดคำที่หยาบคายออกมาคือ คำที่ขึ้นต้นด้วยตัวพี (ตัว P มาจากคำว่า Paki ซึ่งในอังกฤษเป็นคำที่ใช้เหยียดคนที่มาจากเอเชียใต้) นี่เป็นครั้งแรกที่ผมเจอเหตุการณ์เช่นนี้"" นายสุนัคกล่าวกับบีบีซีเมื่อปี 2019|"
"เมื่อวันที่ 25 ต.ค. นายชนินทร์ รุ่งแสง อดีตส.ส.กทม. ผู้ช่วยเลขาธิการพรรคประชาธิปัตย์ เปิดเผยว่า จากการลงพื้นที่ของตน พ.ต.อ.ภิญโญ ป้อมสถิตย์ ส.ก.เขตบางพลัด และนายนภาพล จิระกุล ส.ก.เขตบางกอกน้อย พบว่า ชาวกรุงเทพมหานครได้รับความเดือดร้อนจากปริมาณน้ำหนุน โดยเฉพาะประชาชนในหลายชุมชนที่ตั้งอยู่ริม ""แม่น้ำเจ้าพระยา"" ในเขตบางพลัดและเขตบางกอกน้อย","เมื่อวันที่ 25 ต.ค. นายชนินทร์ รุ่งแสง อดีตส.ส.กทม. ผู้ช่วยเลขาธิการพรรคประชาธิปัตย์ เปิดเผยว่า จากการลงพื้นที่ของตน พ.ต.อ.ภิญโญ ป้อมสถิตย์ ส.ก.เขตบางพลัด และนายนภาพล จิระกุล ส.ก.เขตบางกอกน้อย พบว่า ชาวกรุงเทพมหานครได้รับความเดือดร้อนจากปริมาณน้ำหนุน โดยเฉพาะประชาชนในหลายชุมชนที่ตั้งอยู่ริม ""แม่น้ำเจ้าพระยา"" ในเขตบางพลัดและเขตบางกอกน้อย|"
ซึ่งจากการสอบถามนั้นหลายคนวิตกกังวลว่าเวลาใดน้ำจะขึ้น น้ำจะลงจนนอนหลับไม่ได้ ดังนั้น จึงขอให้หน่วยงานที่เกี่ยวข้องเข้ามาช่วยดูแลด้วย เนื่องจากในเดือนพ.ย.ที่จะถึงนี้ เป็นช่วงที่น้ำหนุนมากที่สุด,ซึ่งจากการสอบถามนั้นหลายคนวิตกกังวลว่าเวลาใดน้ำจะขึ้น น้ำจะลงจนนอนหลับไม่ได้|ดังนั้น จึงขอให้หน่วยงานที่เกี่ยวข้องเข้ามาช่วยดูแลด้วย เนื่องจากในเดือนพ.ย.ที่จะถึงนี้ เป็นช่วงที่น้ำหนุนมากที่สุด|
จึงฝากถึงนายชัชชาติ สิทธิพันธุ์ ผู้ว่าราชการกรุงเทพมหานครช่วยสนับสนุนไม้กระดานสำหรับใช้ทำเตียงนอนและใช้ทำทางเดิน กระสอบทราย และข้าวสารอาหารแห้ง เพื่อเป็นการบรรเทาทุกข์ในเบื้องต้น,จึงฝากถึงนายชัชชาติ สิทธิพันธุ์ ผู้ว่าราชการกรุงเทพมหานครช่วยสนับสนุนไม้กระดานสำหรับใช้ทำเตียงนอนและใช้ทำทางเดิน กระสอบทราย และข้าวสารอาหารแห้ง เพื่อเป็นการบรรเทาทุกข์ในเบื้องต้น|
นอกจากนี้ ทราบว่าสำนักระบายน้ำ กทม. มีการตั้งงบประมาณเพื่อซ่อมแซมเขื่อนริมแม่น้ำเจ้าพระยาที่ทะลุในจุดต่างๆแล้ว จึงขอให้นายชัชชาติเร่งรัดเรื่องนี้ด้วย,นอกจากนี้ ทราบว่าสำนักระบายน้ำ กทม. มีการตั้งงบประมาณเพื่อซ่อมแซมเขื่อนริมแม่น้ำเจ้าพระยาที่ทะลุในจุดต่างๆแล้ว จึงขอให้นายชัชชาติเร่งรัดเรื่องนี้ด้วย|
